event_id,overflow_key,company_slug,start_utc,end_utc,duration_min,source,day_utc,window_start_utc,window_end_utc,gauge_id,gauge_label,gauge_distance_km,gauge_method,triangulated_gauges,rain_day_mm,rain_prev24_mm,rain_window_total_mm,rain_window_max15_mm,n_readings_present,n_readings_expected,n_gauges_skipped_stuck,verdict,verdict_basis,rule_version,classified_utc,radar_window_total_mm,radar_3x3_max_total_mm,radar_status,is_final
thames:TWL00323:1772046000000,thames:TWL00323,thames,2026-02-25T19:00:00Z,2026-02-26T04:15:00Z,555,thames_api,2026-02-25,2026-02-24T00:00:00Z,2026-02-26T00:00:00Z,5086b349-e04b-4f8e-b8f1-fa92b21078d0_256230TP,Osney Lock,5.33,nearest,,0.02,0.07,0.09,0.02,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00323:1772577000000,thames:TWL00323,thames,2026-03-03T22:30:00Z,2026-03-04T00:00:00Z,90,thames_api,2026-03-03,2026-03-02T00:00:00Z,2026-03-04T00:00:00Z,5086b349-e04b-4f8e-b8f1-fa92b21078d0_256230TP,Osney Lock,5.33,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00323:1772584200000,thames:TWL00323,thames,2026-03-04T00:30:00Z,2026-03-04T02:00:00Z,90,thames_api,2026-03-04,2026-03-03T00:00:00Z,2026-03-05T00:00:00Z,5086b349-e04b-4f8e-b8f1-fa92b21078d0_256230TP,Osney Lock,5.33,nearest,,0.13,0,0.13,0.03,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.00,0.00,complete,true
thames:TWL00324:1674852120000,thames:TWL00324,thames,2023-01-27T20:42:00Z,2023-01-27T20:54:00Z,12,thames_api,2023-01-27,2023-01-26T00:00:00Z,2023-01-28T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.05,0,0.05,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1675694520000,thames:TWL00324,thames,2023-02-06T14:42:00Z,2023-02-06T14:46:00Z,4,thames_api,2023-02-06,2023-02-05T00:00:00Z,2023-02-07T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.13,0,0.13,0.13,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1676024280000,thames:TWL00324,thames,2023-02-10T10:18:00Z,2023-02-10T10:22:00Z,4,thames_api,2023-02-10,2023-02-09T00:00:00Z,2023-02-11T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.14,0,0.14,0.14,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709777040000,thames:TWL00324,thames,2024-03-07T02:04:00Z,2024-03-07T02:56:00Z,52,thames_api,2024-03-07,2024-03-06T00:00:00Z,2024-03-08T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709780640000,thames:TWL00324,thames,2024-03-07T03:04:00Z,2024-03-07T03:08:00Z,4,thames_api,2024-03-07,2024-03-06T00:00:00Z,2024-03-08T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709781120000,thames:TWL00324,thames,2024-03-07T03:12:00Z,2024-03-07T04:42:00Z,90,thames_api,2024-03-07,2024-03-06T00:00:00Z,2024-03-08T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709797200000,thames:TWL00324,thames,2024-03-07T07:40:00Z,2024-03-08T01:04:00Z,1044,thames_api,2024-03-07,2024-03-06T00:00:00Z,2024-03-08T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709886360000,thames:TWL00324,thames,2024-03-08T08:26:00Z,2024-03-08T12:24:00Z,238,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709901120000,thames:TWL00324,thames,2024-03-08T12:32:00Z,2024-03-08T12:56:00Z,24,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709903040000,thames:TWL00324,thames,2024-03-08T13:04:00Z,2024-03-08T13:14:00Z,10,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709905920000,thames:TWL00324,thames,2024-03-08T13:52:00Z,2024-03-08T13:56:00Z,4,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709906760000,thames:TWL00324,thames,2024-03-08T14:06:00Z,2024-03-08T14:30:00Z,24,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709908440000,thames:TWL00324,thames,2024-03-08T14:34:00Z,2024-03-08T14:48:00Z,14,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709910600000,thames:TWL00324,thames,2024-03-08T15:10:00Z,2024-03-08T15:38:00Z,28,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709912640000,thames:TWL00324,thames,2024-03-08T15:44:00Z,2024-03-08T16:08:00Z,24,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709914680000,thames:TWL00324,thames,2024-03-08T16:18:00Z,2024-03-08T16:42:00Z,24,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709916960000,thames:TWL00324,thames,2024-03-08T16:56:00Z,2024-03-08T17:00:00Z,4,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709917440000,thames:TWL00324,thames,2024-03-08T17:04:00Z,2024-03-09T00:22:00Z,438,thames_api,2024-03-08,2024-03-07T00:00:00Z,2024-03-09T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709944440000,thames:TWL00324,thames,2024-03-09T00:34:00Z,2024-03-09T00:56:00Z,22,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1709977320000,thames:TWL00324,thames,2024-03-09T09:42:00Z,2024-03-09T16:10:00Z,388,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710000840000,thames:TWL00324,thames,2024-03-09T16:14:00Z,2024-03-09T16:22:00Z,8,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710001800000,thames:TWL00324,thames,2024-03-09T16:30:00Z,2024-03-09T16:42:00Z,12,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710003240000,thames:TWL00324,thames,2024-03-09T16:54:00Z,2024-03-09T17:02:00Z,8,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710005880000,thames:TWL00324,thames,2024-03-09T17:38:00Z,2024-03-09T17:42:00Z,4,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710006840000,thames:TWL00324,thames,2024-03-09T17:54:00Z,2024-03-09T18:04:00Z,10,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1710014400000,thames:TWL00324,thames,2024-03-09T20:00:00Z,2024-03-10T00:06:00Z,246,thames_api,2024-03-09,2024-03-08T00:00:00Z,2024-03-10T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711011720000,thames:TWL00324,thames,2024-03-21T09:02:00Z,2024-03-21T11:54:00Z,172,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711023120000,thames:TWL00324,thames,2024-03-21T12:12:00Z,2024-03-21T12:58:00Z,46,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711027560000,thames:TWL00324,thames,2024-03-21T13:26:00Z,2024-03-21T14:04:00Z,38,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711030080000,thames:TWL00324,thames,2024-03-21T14:08:00Z,2024-03-21T14:14:00Z,6,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711030920000,thames:TWL00324,thames,2024-03-21T14:22:00Z,2024-03-21T14:26:00Z,4,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711031760000,thames:TWL00324,thames,2024-03-21T14:36:00Z,2024-03-21T14:40:00Z,4,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711033680000,thames:TWL00324,thames,2024-03-21T15:08:00Z,2024-03-21T15:26:00Z,18,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711035600000,thames:TWL00324,thames,2024-03-21T15:40:00Z,2024-03-21T15:48:00Z,8,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711038240000,thames:TWL00324,thames,2024-03-21T16:24:00Z,2024-03-21T16:28:00Z,4,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711040400000,thames:TWL00324,thames,2024-03-21T17:00:00Z,2024-03-21T19:08:00Z,128,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711048800000,thames:TWL00324,thames,2024-03-21T19:20:00Z,2024-03-21T19:46:00Z,26,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711054440000,thames:TWL00324,thames,2024-03-21T20:54:00Z,2024-03-21T21:30:00Z,36,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711057920000,thames:TWL00324,thames,2024-03-21T21:52:00Z,2024-03-21T21:58:00Z,6,thames_api,2024-03-21,2024-03-20T00:00:00Z,2024-03-22T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.05,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711854120000,thames:TWL00324,thames,2024-03-31T03:02:00Z,2024-03-31T03:06:00Z,4,thames_api,2024-03-31,2024-03-30T00:00:00Z,2024-04-01T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.06,0,0.06,0.06,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711854600000,thames:TWL00324,thames,2024-03-31T03:10:00Z,2024-03-31T03:56:00Z,46,thames_api,2024-03-31,2024-03-30T00:00:00Z,2024-04-01T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.06,0,0.06,0.06,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711857600000,thames:TWL00324,thames,2024-03-31T04:00:00Z,2024-03-31T04:04:00Z,4,thames_api,2024-03-31,2024-03-30T00:00:00Z,2024-04-01T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.06,0,0.06,0.06,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711858080000,thames:TWL00324,thames,2024-03-31T04:08:00Z,2024-03-31T04:18:00Z,10,thames_api,2024-03-31,2024-03-30T00:00:00Z,2024-04-01T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.06,0,0.06,0.06,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1711873080000,thames:TWL00324,thames,2024-03-31T08:18:00Z,2024-04-01T00:44:00Z,986,thames_api,2024-03-31,2024-03-30T00:00:00Z,2024-04-01T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.06,0,0.06,0.06,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1712481600000,thames:TWL00324,thames,2024-04-07T09:20:00Z,2024-04-08T23:32:00Z,2292,thames_api,2024-04-07,2024-04-06T00:00:00Z,2024-04-08T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1730450640000,thames:TWL00324,thames,2024-11-01T08:44:00Z,2024-11-01T09:06:00Z,22,thames_api,2024-11-01,2024-10-31T00:00:00Z,2024-11-02T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0,0,0,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,,,missing,true
thames:TWL00324:1732845720000,thames:TWL00324,thames,2024-11-29T02:02:00Z,2024-11-29T02:08:00Z,6,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732872600000,thames:TWL00324,thames,2024-11-29T09:30:00Z,2024-11-29T10:50:00Z,80,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732877880000,thames:TWL00324,thames,2024-11-29T10:58:00Z,2024-11-29T11:06:00Z,8,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732878840000,thames:TWL00324,thames,2024-11-29T11:14:00Z,2024-11-29T11:50:00Z,36,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732881240000,thames:TWL00324,thames,2024-11-29T11:54:00Z,2024-11-29T12:26:00Z,32,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732883400000,thames:TWL00324,thames,2024-11-29T12:30:00Z,2024-11-29T12:38:00Z,8,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732884480000,thames:TWL00324,thames,2024-11-29T12:48:00Z,2024-11-29T13:02:00Z,14,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732885800000,thames:TWL00324,thames,2024-11-29T13:10:00Z,2024-11-29T13:14:00Z,4,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732887000000,thames:TWL00324,thames,2024-11-29T13:30:00Z,2024-11-29T13:36:00Z,6,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732887720000,thames:TWL00324,thames,2024-11-29T13:42:00Z,2024-11-29T13:48:00Z,6,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732889040000,thames:TWL00324,thames,2024-11-29T14:04:00Z,2024-11-29T14:08:00Z,4,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1732889760000,thames:TWL00324,thames,2024-11-29T14:16:00Z,2024-11-29T14:20:00Z,4,thames_api,2024-11-29,2024-11-28T00:00:00Z,2024-11-30T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.09,0.09,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.07,0.24,complete,true
thames:TWL00324:1733235360000,thames:TWL00324,thames,2024-12-03T14:16:00Z,2024-12-17T06:16:00Z,19680,thames_api,2024-12-03,2024-12-02T00:00:00Z,2024-12-04T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.1,0.1,0.08,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.16,0.26,complete,true
thames:TWL00324:1736656080000,thames:TWL00324,thames,2025-01-12T04:28:00Z,2025-01-12T04:34:00Z,6,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736657040000,thames:TWL00324,thames,2025-01-12T04:44:00Z,2025-01-12T05:36:00Z,52,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736661480000,thames:TWL00324,thames,2025-01-12T05:58:00Z,2025-01-12T06:46:00Z,48,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736664600000,thames:TWL00324,thames,2025-01-12T06:50:00Z,2025-01-12T07:10:00Z,20,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736667000000,thames:TWL00324,thames,2025-01-12T07:30:00Z,2025-01-12T08:14:00Z,44,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736669880000,thames:TWL00324,thames,2025-01-12T08:18:00Z,2025-01-13T01:30:00Z,1032,thames_api,2025-01-12,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0.11,0,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
thames:TWL00324:1736732280000,thames:TWL00324,thames,2025-01-13T01:38:00Z,2025-01-13T01:44:00Z,6,thames_api,2025-01-13,2025-01-12T00:00:00Z,2025-01-14T00:00:00Z,11070879-1ccb-4a52-bb60-5cf74a549431,Cleeve,6.79,nearest,,0,0.11,0.11,0.09,192,192,0,dry_day,total,dry-day-v3,2026-09-20T22:10:02Z,0.05,0.07,complete,true
